id,translated_spainish,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
581,Revise la etiqueta para ver las instrucciones específicas de primeros auxilios para ese veneno específico.,Lea la etiqueta para contar con información específica sobre los primeros auxilios pertinentes para ese veneno específico.,Revisa la etiqueta para obtener instrucciones específicas de primeros auxilios para ese veneno en particular.,0.8860740661621094,0.882508397102356,0.8842876553535461,0.9560503363609314,0.9524072408676147,0.9542253613471985
582,El término bug es utilizado por los entomólogos en un sentido formal para este grupo de insectos.,Los entomólogos emplean el término insecto parásito en un sentido formal para referirse a este grupo de artrópodos.,"El término ""bicho"" es utilizado por los entomólogos en un sentido formal para este grupo de insectos.",0.8865142464637756,0.8225855827331543,0.8533543348312378,0.9777711033821106,0.9472969770431519,0.9622927904129028
583,"Este término deriva de la antigua familiaridad con las chinches, que son insectos altamente adaptados para parasitar a los humanos.","La palabra proviene de su antigua relación con las chinches, especie muy desarrollada para parasitar a los humanos.","Este término deriva de la antigua familiaridad con las chinches, que son insectos altamente adaptados para parasitar a los humanos.",0.8998842835426331,0.9201409220695496,0.9098998308181763,1.0000001192092896,1.0000001192092896,1.0000001192092896
584,"Tanto los Asesinos-bugs como los Bed-bugs son nidicolosos, adaptados para vivir en nido o alojamiento de su anfitrión.",Las chinches asesinas y las de cama son nidícolas; están adaptadas para habitar el nido u hogar de su anfitrión.,"Tanto los chinches asesinos como los chinches de cama son nidícolas, adaptados a vivir en el nido o en la vivienda de su huésped.",0.8167729377746582,0.8338264226913452,0.8252115845680237,0.8471903204917908,0.8508192300796509,0.8490009307861328
585,"En los Estados Unidos de América, hay aproximadamente 400.000 casos conocidos de esclerosis múltiple (EM), dejándola como la principal enfermedad neurológica en adultos jóvenes y de mediana edad.","Los casos registrados de esclerosis múltiple (EM) en EE. UU. ascienden a cerca de 400 000, lo que la hace la enfermedad neurológica más frecuente entre adultos jóvenes y de mediana edad.","En los Estados Unidos de América, hay aproximadamente 400,000 casos conocidos de Esclerosis Múltiple (EM), lo que la convierte en la principal enfermedad neurológica entre adultos jóvenes y de mediana edad.",0.8851198554039001,0.8574784398078918,0.8710799217224121,0.9601308107376099,0.9546642899513245,0.9573897123336792
586,"La EM es una enfermedad que afecta al sistema nervioso central, que se compone del cerebro, la médula espinal y el nervio óptico.","El sistema nervioso central, unión del cerebro, la médula espinal y el nervio óptico, es el objeto de ataque de la esclerosis múltiple.","La esclerosis múltiple es una enfermedad que afecta el sistema nervioso central, que está compuesto por el cerebro, la médula espinal y el nervio óptico.",0.8790556192398071,0.8506572246551514,0.8646233081817627,0.9617722630500793,0.9130832552909851,0.9367955327033997
587,Las investigaciones han descubierto que las mujeres tienen dos veces más probabilidades de tener EM que los hombres.,Los estudios indicaron que las mujeres tienen el doble de probabilidades que los hombres de padecer EM.,La investigación ha encontrado que las mujeres tienen el doble de probabilidad de tener esclerosis múltiple que los hombres.,0.8711442351341248,0.8580416440963745,0.8645433187484741,0.9226457476615906,0.8486424684524536,0.88409823179245
588,"Una pareja puede decidir que no es en su mejor interés, o en el interés de su hijo, criar a un bebé.",Una pareja podría concluir que criar a un bebé no sería lo más conveniente para ellos o para el niño.,"Una pareja puede decidir que no es lo mejor para ellos, o en el interés de su hijo, criar a un bebé.",0.7852634191513062,0.7881688475608826,0.7867134809494019,0.9410972595214844,0.930000901222229,0.9355161786079407
589,Estas parejas pueden optar por hacer un plan de adopción para su bebé.,Estas parejas podrían elegir planificar la adopción de un bebé.,Estas parejas pueden optar por hacer un plan de adopción para su bebé.,0.88248211145401,0.9054516553878784,0.8938193321228027,0.9999997615814209,0.9999997615814209,0.9999997615814209
590,"En una adopción, los padres biológicos ponen fin a sus derechos parentales para que otra pareja pueda ser el padre o la madre del niño.","En una adopción, los padres biológicos renuncian a sus derechos parentales para que una pareja distinta pueda hacerse cargo del niño.","En una adopción, los padres biológicos renuncian a sus derechos parentales para que otra pareja pueda criar al niño.",0.9073609709739685,0.9339824318885803,0.9204792380332947,0.9134491682052612,0.9528734683990479,0.9327449202537537
591,"El principal objetivo de la ciencia es determinar la forma en que el mundo funciona a través del método científico. Este método, de hecho, guía a la mayoría de la investigación científica.","El objetivo capital de la ciencia es descifrar el modo en que funciona el mundo a través del método científico. En efecto, este método sirve de guía para la mayor parte de las investigaciones científicas.","El objetivo principal de la ciencia es comprender cómo funciona el mundo a través del método científico. Este método, de hecho, guía la mayoría de las investigaciones científicas.",0.9185972809791565,0.8946332931518555,0.9064569473266602,0.9439741373062134,0.956753671169281,0.9503210186958313
592,"No es solo, sin embargo, la experimentación, y un experimento es una prueba que se utiliza para eliminar una o más de las hipótesis posibles, hacer preguntas, y hacer observaciones también guían la investigación científica.","No se trata, sin embargo, de una experimentación, es una prueba que se usa para descartar una o más de las posibles hipótesis, haciendo preguntas y observaciones que guían la investigación científica.","No está solo, sin embargo, la experimentación, y un experimento es una prueba que se utiliza para eliminar una o más de las posibles hipótesis; hacer preguntas y realizar observaciones también guían la investigación científica.",0.8791900277137756,0.8842840790748596,0.8817296624183655,0.9555589556694031,0.9589906930923462,0.9572717547416687
593,"Los naturalistas y filósofos se centraron en los textos clásicos y, en particular, en la Biblia en latín.","El foco tanto de naturalistas como de filósofos fue puesto en las obras clásicas; especialmente, en la versión en latín del texto bíblico.","Los naturalistas y filósofos se centraron en los textos clásicos y, en particular, en la Biblia en latín.",0.8418748378753662,0.8145439028739929,0.8279837965965271,1.0,1.0,1.0
594,"Se aceptaron las opiniones de Aristóteles sobre todos los asuntos de la ciencia, incluida la psicología.","Los pensamientos de Aristóteles, en especial las cuestiones de la ciencia, incluso la psicología, fueron aceptadas.","Se aceptaron las opiniones de Aristóteles sobre todos los asuntos de la ciencia, incluyendo la psicología.",0.8886792659759521,0.8754441142082214,0.8820120096206665,0.9963439702987671,0.9963439702987671,0.9963439702987671
595,"A medida que declinaba el conocimiento del griego, Occidente se encontraba aislado de sus raíces filosóficas y científicas griegas.","A medida que el dominio del idioma griego fue decayendo, Occidente se distanció de sus raíces griegas tanto filosóficas como científicas.","A medida que el conocimiento del griego disminuyó, Occidente se encontró aislado de sus raíces filosóficas y científicas griegas.",0.8886144161224365,0.8817993402481079,0.8851937651634216,0.9575768709182739,0.9575752019882202,0.9575760960578918
596,Muchos ritmos observados en la fisiología y el comportamiento a menudo dependen crucialmente de la presencia de ciclos endógenos y su producción a través de relojes biológicos.,"Con frecuencia, muchos ritmos presentes en procesos fisiológicos y en el comportamiento dependen de manera decisiva de ciclos internos y su producción a través de relojes biológicos.",Muchos ritmos observados en la fisiología y el comportamiento dependen crucialmente de la presencia de ciclos endógenos y de su producción a través de relojes biológicos.,0.8966285586357117,0.9029338955879211,0.8997701406478882,0.9781523942947388,0.9857559204101562,0.981939435005188
597,"Los ritmos periódicos, que no son simplemente respuestas a señales periódicas externas, han sido documentados para la mayoría de los seres vivos, incluyendo bacterias, hongos, plantas y animales.","Los ritmos periódicos, que no solo se tratan de reacciones a estímulos externos regulares, se han registrado en casi todos los seres vivos, incluso en bacterias, hongos, plantas y animales.","Los ritmos periódicos, que no son simplemente respuestas a señales externas periódicas, han sido documentados en la mayoría de los seres vivos, incluidos bacterias, hongos, plantas y animales.",0.8868415355682373,0.8737688064575195,0.8802566528320312,0.9871084690093994,0.9832664728164673,0.9851837158203125
598,Los relojes biológicos son osciladores autosostenibles que continuarán un período de ciclismo libre incluso en ausencia de señales externas.,"Los relojes biológicos oscilan de forma autosostenida y tienen un período de funcionamiento cíclico libre, aun si no hay estímulos externos.",Los relojes biológicos son osciladores auto-sostenibles que continuarán un período de oscilación libre incluso en ausencia de señales externas.,0.8201801776885986,0.7920359373092651,0.8058624267578125,0.9520409107208252,0.9406523704528809,0.9463123679161072
599,El experimento Hershey y Chase fue una de las principales sugerencias de que el ADN era un material genético.,Uno de los indicadores clave de que el ADN consistía en un material de tipo genético fue el experimento conducido por Hershey y Chase.,El experimento de Hershey y Chase fue una de las principales pruebas que sugirieron que el ADN era el material genético.,0.8711493015289307,0.8382381200790405,0.8543769121170044,0.9447828531265259,0.935491681098938,0.9401143193244934
600,"Hershey y Chase usaron fagos, o virus, para implantar su propio ADN en una bacteria.","Hershey y Chase insertaron su propio ADN en una bacteria usando fagos, o virus.","Hershey y Chase utilizaron fagos, o virus, para implantar su propio ADN en una bacteria.",0.9105157852172852,0.9300939440727234,0.9202007055282593,0.9984860420227051,0.9984860420227051,0.9984860420227051
601,Hicieron dos experimentos marcando el ADN en el fago con un fósforo radioactivo o la proteína del fago con azufre radioactivo.,Realizaron dos experimentos en los que marcaron el ADN del fago con fósforo radioactivo o la proteína del ADN con azufre radioactivo.,Realizaron dos experimentos marcando ya sea el ADN en el fago con fósforo radiactivo o la proteína del fago con azufre radiactivo.,0.9320433139801025,0.9194489121437073,0.9257032871246338,0.9565566778182983,0.9402731657028198,0.9483450055122375
602,"Las mutaciones pueden tener una variedad de efectos diferentes dependiendo del tipo de mutación, la importancia de la pieza de material genético afectada y si las células afectadas son células de línea germinal.","En función del tipo de mutación, de la significancia del trozo de material genético afectado y de si involucra células germinales, la mutación puede tener diversos efectos.","Las mutaciones pueden tener una variedad de efectos diferentes dependiendo del tipo de mutación, la importancia del material genético afectado y si las células afectadas son células germinales.",0.8546819090843201,0.8366367816925049,0.8455630540847778,0.9594560861587524,0.9813782572746277,0.970293402671814
603,"Sólo las mutaciones en las células de la línea germinal pueden transmitirse a los niños, mientras que las mutaciones en otros lugares pueden causar muerte celular o cáncer.","Únicamente las mutaciones en células germinales se pueden transmitir a los niños, mientras que las que ocurren en otras partes pueden causar la muerte celular o cáncer.","Solo las mutaciones en las células germinales pueden transmitirse a los hijos, mientras que las mutaciones en otros lugares pueden causar la muerte celular o cáncer.",0.9190289378166199,0.9026994705200195,0.9107909798622131,0.970001757144928,0.9754277467727661,0.9727071523666382
604,"El turismo basado en la naturaleza atrae a personas interesadas en visitar áreas naturales con el propósito de disfrutar del paisaje, incluyendo la fauna vegetal y animal.","El turismo basado en la naturaleza suele atraer a gente interesada en visitar áreas naturales para disfrutar del paisaje, lo que incluye la vida silvestre animal y vegetal.","El turismo basado en la naturaleza atrae a personas interesadas en visitar áreas naturales con el propósito de disfrutar del paisaje, incluyendo la vida silvestre de plantas y animales.",0.9241048097610474,0.9104964733123779,0.9172502160072327,0.9814520478248596,0.957805871963501,0.969484806060791
605,"Algunos ejemplos de actividades in situ son la caza, la pesca, la fotografía, la observación de aves, la visita de parques y el estudio de información sobre el ecosistema.","Algunos ejemplos de posibles actividades en el lugar son: caza, pesca, fotografía, avistamiento de aves y visita a parques, y estudio de información del ecosistema.","Ejemplos de actividades en el sitio incluyen la caza, la pesca, la fotografía, la observación de aves, y la visita a parques y el estudio de información sobre el ecosistema.",0.8969679474830627,0.8990922570228577,0.8980288505554199,0.9435423016548157,0.9297276139259338,0.9365839958190918
606,"Un ejemplo es visitar, fotografiar y aprender acerca de los organgatuangs en Borneo.","Un ejemplo es visitar, tomar fotografías y aprender sobre los orangutanes en Borneo.","Un ejemplo es visitar, fotografiar y aprender sobre los orangutanes en Borneo.",0.8957362174987793,0.9031579494476318,0.8994318246841431,0.9158507585525513,0.9367808699607849,0.9261975884437561
607,"Cada mañana, la gente sale de pequeñas ciudades rurales en coches para ir a su lugar de trabajo y son pasados por otros cuyo destino de trabajo es el lugar que acaban de dejar.","Cada mañana, las personas abandonan pequeños pueblos en sus automóviles para ir hacia sus trabajos y suelen cruzarse con otras cuyos empleos se encuentran en el lugar del que acaban de salir.","Cada mañana, las personas salen de pequeños pueblos rurales en coches para ir a su lugar de trabajo y son adelantadas por otros cuya destino laboral es el lugar que acaban de dejar.",0.8546187281608582,0.8499209880828857,0.8522633910179138,0.9606475830078125,0.9484090209007263,0.9544890522956848
608,"En esta dinámica lanzadera de transporte todo el mundo está de alguna manera conectado con, y de apoyo, un sistema de transporte basado en coches privados.","En esta lanzadera de traslado dinámico, todos están de algún modo conectados con un sistema de transporte basado en el uso de automóviles privados, y lo sostienen.","En este transporte shuttle dinámico, todos están de alguna manera conectados y apoyando un sistema de transporte basado en automóviles privados.",0.8420845866203308,0.820972204208374,0.831394374370575,0.8381530046463013,0.8443875312805176,0.841258704662323
609,La ciencia indica ahora que esta economía masiva del carbono ha desalojado la biosfera de uno de sus estados estables que ha apoyado la evolución humana durante los últimos dos millones de años.,"Actualmente, los científicos sostienen que esta economía masiva del carbono ha privado a la biosfera de uno de sus estados regulares que ha contribuido con la evolución de la humanidad por los últimos dos millones de años.",La ciencia ahora indica que esta masiva economía de carbono ha desplazado a la biosfera de uno de sus estados estables que ha respaldado la evolución humana durante los últimos dos millones de años.,0.9183415174484253,0.9101439714431763,0.91422438621521,0.9612767696380615,0.962796688079834,0.9620361328125
610,Todos participan en la sociedad y utilizan los sistemas de transporte. Casi todos se quejan de los sistemas de transporte.,Todos forman parte de la sociedad y hacen uso de los sistemas de transporte; y casi todos se quejan de ellos.,Todos participan en la sociedad y utilizan los sistemas de transporte. Casi todos se quejan de los sistemas de transporte.,0.9058538675308228,0.8858773708343506,0.8957542777061462,0.9999999403953552,0.9999999403953552,0.9999999403953552
611,En los países desarrollados rara vez se oyen quejas similares sobre la calidad del agua o la caída de puentes.,"En países desarrollados, es poco frecuente escuchar niveles parecidos de reclamos sobre la calidad del agua o el derrumbe de puentes.","En los países desarrollados, rara vez se escuchan niveles similares de quejas sobre la calidad del agua o puentes que se caen.",0.8978610634803772,0.8625021576881409,0.8798264861106873,0.9322339296340942,0.8928827047348022,0.912134051322937
612,"¿Por qué los sistemas de transporte engendran tales quejas, por qué fallan a diario? ¿Son los ingenieros de transporte simplemente incompetentes? ¿O está pasando algo más fundamental?",¿Cuál es la razón de que los sistemas de transporte den lugar a quejas de tal calibre y por qué se producen fallas diariamente? ¿Son los ingenieros de transporte sencillamente incapaces? ¿O hay algo más sustancial que está sucediendo?,"¿Por qué los sistemas de transporte generan tales quejas, por qué fallan a diario? ¿Son los ingenieros de transporte simplemente incompetentes? ¿O hay algo más fundamental ocurriendo?",0.8666808605194092,0.8189902305603027,0.8421609401702881,0.969261884689331,0.9514736533164978,0.9602853655815125
613,El flujo de tráfico es el estudio del movimiento de conductores y vehículos individuales entre dos puntos y las interacciones que hacen entre sí.,El flujo de tráfico es el estudio del movimiento individual de conductores y vehículos entre dos puntos y de las interacciones entre ellos.,El flujo de tráfico es el estudio del movimiento de conductores y vehículos individuales entre dos puntos y las interacciones que tienen entre sí.,0.9581880569458008,0.969768762588501,0.9639436602592468,0.993791401386261,0.993791401386261,0.993791401386261
614,"Desafortunadamente, estudiar el flujo de tráfico es difícil porque el comportamiento del conductor no puede predecirse con un cien por ciento de certeza.","Lamentablemente, no es tarea sencilla estudiar el flujo del tráfico, ya que es no es posible hacer predicciones exactas sobre el comportamiento de los conductores.","Desafortunadamente, estudiar el flujo de tráfico es difícil porque el comportamiento de los conductores no se puede predecir con un ciento por ciento de certeza.",0.8051461577415466,0.8300509452819824,0.8174088597297668,0.9850661754608154,0.9724867343902588,0.9787359833717346
615,"Afortunadamente, los conductores tienden a comportarse dentro de un rango razonablemente consistente; por lo tanto, los flujos de tráfico tienden a tener cierta consistencia razonable y pueden ser representados matemáticamente.","Por fortuna, existe una tendencia en los conductores a mantener un comportamiento relativamente consistente, lo que permite que los flujos de tráfico tengan una consistencia lógica y puedan ser objeto de representación matemática aproximada.","Afortunadamente, los conductores tienden a comportarse dentro de un rango razonablemente consistente; por lo tanto, los flujos de tráfico tienden a tener cierta consistencia razonable y pueden ser representados matemáticamente de manera aproximada.",0.8111950159072876,0.8168092370033264,0.8139923810958862,0.9952632188796997,0.9672102928161621,0.9810362458229065
616,"Para representar mejor el flujo de tráfico, se han establecido relaciones entre las tres características principales: (1) flujo, (2) densidad y (3) velocidad.","Con el fin de graficar más claramente el flujo de circulación, se establecieron relaciones entre los tres elementos más importantes: (1) flujo, (2) densidad y (3) velocidad.","Para representar mejor el flujo de tráfico, se han establecido relaciones entre las tres características principales: (1) flujo, (2) densidad y (3) velocidad.",0.9255942106246948,0.8946423530578613,0.9098551273345947,1.0,1.0,1.0
617,"Estas relaciones ayudan en la planificación, el diseño y las operaciones de las instalaciones de carreteras.",Dichas relaciones facilitan tanto el planeamiento y el diseño como las operaciones de los dispositivos viales.,"Estas relaciones ayudan en la planificación, diseño y operación de las instalaciones viales.",0.8752608299255371,0.8552150130271912,0.8651218414306641,0.9415006041526794,0.9555516839027405,0.948474109172821
618,Los insectos fueron los primeros animales en tomar el aire. Su capacidad de volar les ayudó a evadir a los enemigos más fácilmente y encontrar alimentos y parejas más eficientemente.,Las primeras especies en levantar vuelo fueron los insectos. Esto los ayudó a evadir a sus enemigos más fácilmente y a encontrar alimento y pareja de forma más efectiva.,Los insectos fueron los primeros animales en volar. Su capacidad para volar les ayudó a evadir a los enemigos más fácilmente y a encontrar alimento y parejas de manera más eficiente.,0.8674823641777039,0.8812965750694275,0.8743349313735962,0.9498026967048645,0.9487093687057495,0.949255645275116
619,La mayoría de los insectos tienen la ventaja de poder doblar sus alas a lo largo del cuerpo.,"La mayoría de los insectos tiene la ventaja de poder doblar las alas hacia atrás, pegándolas a los lados del cuerpo.",La mayoría de los insectos tienen la ventaja de poder plegar sus alas hacia atrás a lo largo del cuerpo.,0.9627763032913208,0.9072546362876892,0.9341912269592285,0.9813019633293152,0.9657855033874512,0.9734818935394287
620,Esto les da una gama más amplia de pequeños lugares para esconderse de los depredadores.,Esto les proporciona un abanico más grande de posibles lugares pequeños para ocultarse de los depredadores.,Esto les da una mayor variedad de pequeños lugares para esconderse de los depredadores.,0.9317402839660645,0.9145439863204956,0.9230620861053467,0.9683167338371277,0.9757590293884277,0.972023606300354
621,"Hoy en día, los únicos insectos que no pueden doblar sus alas son las moscas de dragón y las moscas.","Actualmente, los anisópteros y los efemerópteros son los únicos insectos incapaces de doblar sus alas.","Hoy, los únicos insectos que no pueden plegar sus alas hacia atrás son las libélulas y las efímeras.",0.8125762939453125,0.7782233953475952,0.7950289249420166,0.8862290382385254,0.8792504072189331,0.8827259540557861
622,"Hace miles de años, un hombre llamado Aristarco dijo que el Sistema Solar se movía alrededor del Sol.","Milenios atrás, un hombre llamado Aristarco comentó que el Sistema Solar giraba en torno al Sol.","Hace miles de años, un hombre llamado Aristarco dijo que el Sistema Solar se movía alrededor del Sol.",0.9283494353294373,0.9376464486122131,0.9329747557640076,1.0000001192092896,1.0000001192092896,1.0000001192092896
623,"Algunas personas pensaban que él tenía razón, pero muchas personas creían lo contrario; que el Sistema Solar se movía alrededor de la Tierra, incluyendo el Sol (e incluso las otras estrellas).","Había quienes compartían su teoría, pero muchos otros creían lo opuesto: que el sistema solar orbitaba a la Tierra, incluso el Sol y otras estrellas.","Algunas personas pensaban que tenía razón, pero muchas otras creían lo contrario; que el Sistema Solar giraba alrededor de la Tierra, incluyendo el Sol (e incluso las otras estrellas).",0.8502414226531982,0.8469493389129639,0.848592221736908,0.9655448198318481,0.9693334698677063,0.9674354195594788
624,"Esto parece sensato, porque la Tierra no se siente como si se estuviera moviendo, ¿verdad?","Esto parece tener sentido, ya que en la Tierra no se percibe su movimiento, ¿cierto?","Esto parece sensato, porque la Tierra no se siente como si se estuviera moviendo, ¿verdad?",0.8033643364906311,0.8360990285873413,0.8194048404693604,1.000000238418579,1.000000238418579,1.000000238418579
625,El río Amazonas es el segundo río más largo y el más grande de la Tierra. Lleva más de 8 veces más agua que el segundo río más grande.,El río Amazonas es el más caudaloso y el segundo más extenso del planeta. Contiene 8 veces más agua que el río que le sigue en tamaño.,El río Amazonas es el segundo más largo y el río más grande de la Tierra. Transporta más de 8 veces la cantidad de agua del segundo río más grande.,0.8763856887817383,0.8599284887313843,0.8680791258811951,0.9376914501190186,0.9333881139755249,0.9355348348617554
626,"El Amazonas es también el río más ancho de la Tierra, a veces de seis millas de ancho.","Además, el Amazonas es el río más ancho del planeta, en algunos puntos con una amplitud de hasta seis millas.","El Amazonas es también el río más ancho de la Tierra, en algunos tramos tiene seis millas de ancho.",0.8834134936332703,0.839989960193634,0.8611546754837036,0.942324161529541,0.9184884428977966,0.9302536249160767
627,Un 20 por ciento del agua que sale de los ríos del planeta a los océanos proviene de la Amazonía.,"Del total del agua proveniente de los ríos del mundo que desemboca en los océanos, el 20 por ciento deriva del Amazonas.",El 20 por ciento del agua que sale de los ríos del planeta hacia los océanos proviene del Amazonas.,0.8758869171142578,0.8453921675682068,0.8603694438934326,0.9573397636413574,0.9698562026023865,0.9635573625564575
628,El principal río Amazonas es de 6.387 km (3.980 millas). Recoge agua de miles de ríos más pequeños.,El gran Río Amazonas tiene una extensión de 6387 km (3980 millas) y recibe agua de miles de ríos de menor tamaño.,"El río Amazonas principal mide 6,387 km (3,980 millas). Recoge agua de miles de ríos más pequeños.",0.8762025833129883,0.8728508353233337,0.8745234608650208,0.9618040919303894,0.9698697328567505,0.9658200740814209
629,"Aunque la construcción de pirámides en piedra continuó hasta el final del Antiguo Reino, las pirámides de Giza nunca fueron superadas en su tamaño y la excelencia técnica de su construcción.","Si bien las pirámides de piedra continuaron construyéndose hasta el final del Reino Antiguo, nunca pudo superarse a las de Guiza, ni en tamaño ni en lo sublime de la técnica de su edificación.","Aunque la construcción de pirámides de piedra continuó hasta el final del Imperio Antiguo, las pirámides de Giza nunca fueron superadas en su tamaño y la excelencia técnica de su construcción.",0.8543407917022705,0.8235964179039001,0.8386868834495544,0.9893401861190796,0.9893401861190796,0.9893401861190796
630,"Los antiguos egipcios del Reino Nuevo se maravillaron de los monumentos de sus predecesores, que entonces tenían más de mil años de antigüedad.","El antiguo pueblo egipcio del Imperio Nuevo quedó maravillado con los monumentos de sus antepasados, que en ese entonces databan de más de un milenio.","Los antiguos egipcios del Nuevo Reino se maravillaban ante los monumentos de sus predecesores, que entonces tenían más de mil años.",0.872163712978363,0.8800421357154846,0.8760852217674255,0.9390485882759094,0.9680252075195312,0.9533167481422424
631,La ciudad del Vaticano tiene una población de alrededor de 800 habitantes. Es el país independiente más pequeño del mundo y el país con la población más baja.,"Con aproximadamente 800 habitantes, la Ciudad del Vaticano es el país independiente más pequeño del mundo y el de menor población.",La población de la Ciudad del Vaticano es de alrededor de 800. Es el país independiente más pequeño del mundo y el país con la población más baja.,0.8767409324645996,0.9041173458099365,0.8902187347412109,0.9517768025398254,0.9542174339294434,0.9529955387115479
632,Ciudad del Vaticano utiliza el italiano en su legislación y comunicaciones oficiales.,"El italiano se usa en Ciudad del Vaticano, tanto para redactar su normativa como para emitir sus comunicados oficiales.",La Ciudad del Vaticano utiliza el italiano en su legislación y comunicaciones oficiales.,0.8544564247131348,0.7943129539489746,0.8232877254486084,0.9888506531715393,0.9804410934448242,0.9846279621124268
633,"El italiano es también el idioma cotidiano utilizado por la mayoría de los que trabajan en el estado, mientras que el latín se utiliza a menudo en ceremonias religiosas.",La lengua que hablan a diario la mayoría de quienes trabajan dentro del estado es también el italiano y el uso del latín queda generalmente reservado para las ceremonias religiosas.,"El italiano también es el idioma cotidiano utilizado por la mayoría de aquellos que trabajan en el estado, mientras que el latín se usa a menudo en ceremonias religiosas.",0.831762433052063,0.8349802494049072,0.8333682417869568,0.989916205406189,0.989916205406189,0.989916205406189
634,Todos los ciudadanos de la Ciudad del Vaticano son católicos romanos.,La totalidad de los ciudadanos que viven en Ciudad del Vaticano adscriben a la religión católica romana.,Todos los ciudadanos de la Ciudad del Vaticano son católicos romanos.,0.907591700553894,0.8499821424484253,0.8778427839279175,1.000000238418579,1.000000238418579,1.000000238418579
635,"La gente ha conocido elementos químicos básicos como el oro, la plata y el cobre de la antigüedad, ya que todos ellos pueden ser descubiertos en la naturaleza en forma nativa y son relativamente simples de extraer con herramientas primitivas.","Los elementos químicos básicos como el oro, la plata y el cobre son conocidos desde la antigüedad, puesto que todos ellos pueden encontrarse en la naturaleza en su forma original y son relativamente fáciles de extraer con herramientas rudimentarias.","Las personas han conocido los elementos químicos básicos como el oro, la plata y el cobre desde la antigüedad, ya que todos ellos se pueden encontrar en la naturaleza en su forma nativa y son relativamente simples de extraer con herramientas primitivas.",0.9107335209846497,0.9085670709609985,0.9096489548683167,0.9607536196708679,0.958651065826416,0.9597011804580688
636,"Aristóteles, un filósofo, teorizó que todo está compuesto por una mezcla de uno o más de cuatro elementos: tierra, agua, aire y fuego.","El filósofo Aristóteles desarrolló la teoría de que todo está formado por una combinación de uno o varios de cuatro elementos: tierra, agua, aire y fuego.","Aristóteles, un filósofo, teorizó que todo está compuesto por una mezcla de uno o más de cuatro elementos. Estos eran tierra, agua, aire y fuego.",0.9511539936065674,0.951016902923584,0.9510854482650757,0.9835171699523926,0.9708844423294067,0.9771599769592285
637,"Esto se parecía más a los cuatro estados de la materia (en el mismo orden): sólido, líquido, gas y plasma, aunque también teorizó que se transforman en nuevas sustancias para formar lo que vemos.","Ello guardaba mayor similitud con los estados de la materia (con idéntico orden): sólido, líquido, gaseoso y plasma, solo que, al mismo tiempo, tenía la teoría de que se transforman en nuevas sustancias que conforman las cosas que vemos.","Esto era más como los cuatro estados de la materia (en el mismo orden): sólido, líquido, gas y plasma, aunque también teorizó que se transforman en nuevas sustancias para formar lo que vemos.",0.8833668231964111,0.8480225205421448,0.8653339147567749,0.9725506901741028,0.9829923510551453,0.9777436256408691
638,Las aleaciones son básicamente una mezcla de dos o más metales. No olvide que hay muchos elementos en la tabla periódica.,"Las aleaciones son, básicamente, una combinación de dos o más metales. Recuerde que la tabla periódica tiene muchos elementos.",Las aleaciones son básicamente una mezcla de dos o más metales. No olvides que hay muchos elementos en la tabla periódica.,0.9318434000015259,0.9244996309280396,0.9281569719314575,0.9922930598258972,0.98581862449646,0.989045262336731
639,"Elementos como el calcio y el potasio se consideran metales. Por supuesto, también hay metales como la plata y el oro.","Se consideran metales a los elementos como el calcio y el potasio. Desde ya, también existen metales del tipo del oro y la plata.","Elementos como el calcio y el potasio se consideran metales. Por supuesto, también hay metales como la plata y el oro.",0.8803761601448059,0.8715985417366028,0.8759653568267822,1.000000238418579,1.000000238418579,1.000000238418579
640,También puede tener aleaciones que incluyen pequeñas cantidades de elementos no metálicos como el carbono.,"También es posible que existan aleaciones con presencia de pequeñas cantidades de elementos, como el carbono, que no son metálicos.",También puedes tener aleaciones que incluyen pequeñas cantidades de elementos no metálicos como el carbono.,0.8899717330932617,0.8468801975250244,0.8678913712501526,0.9861910343170166,0.9767582416534424,0.9814519882202148
641,Todo en el Universo está hecho de materia. Toda la materia está hecha de partículas diminutas llamadas átomos.,"Todo en el Universo está hecho de materia, compuesta por partículas pequeñas denominadas átomos.",Todo en el universo está hecho de materia. Toda la materia está compuesta de pequeñas partículas llamadas átomos.,0.8859318494796753,0.9052459001541138,0.8954847455024719,0.9444167613983154,0.9713714718818665,0.9577045440673828
642,Los átomos son tan increíblemente pequeños que billones de ellos podrían encajar en el período al final de esta frase.,El tamaño de los átomos es tan impresionantemente diminuto que el punto final de esta oración podría contener billones de ellos.,Los átomos son tan increíblemente pequeños que billones de ellos podrían caber en el punto al final de esta oración.,0.8219164609909058,0.8187648057937622,0.8203376531600952,0.946067750453949,0.9493899345397949,0.9477259516716003
643,"Por lo tanto, el lápiz era un buen amigo de mucha gente cuando salió.","Por ello, cuando se inventó, el lápiz ganó muchos amigos.","Así, el lápiz fue un buen amigo para muchas personas cuando salió.",0.8224909901618958,0.825154721736908,0.8238207101821899,0.9308544397354126,0.9506735801696777,0.9406596422195435
