id,translated_arabian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
426,في عام 1895، وبعد الهزيمة في الحرب الصينية اليابانية الأولى (1894-1895)، وقعت حكومة كينغ معاهدة شيمونوسيكي، التي تتنازل بموجبها عن السيادة على تايوان إلى اليابان، التي تحكم الجزيرة حتى عام 1945.,في عام 1895 وبعد هزيمتها في الحرب الصينية اليابانية الأولى ما بين 1894 و 1895 وقعت حكومة تشينغ معاعدة شيمونوسكي، والتي تنازلت من خلالها عن سيادتها على التايوان لصالح اليابان التي حكمت الجزيرة حتى عام 1945.,في عام 1895، بعد الهزيمة في الحرب الصينية اليابانية الأولى (1894-1895)، وقعت الحكومة Qing اتفاقية شيمونوسيكي، التي تتنازل بموجبها عن السيادة على تايوان لليابان، التي تسيطر على الجزيرة حتى عام 1945.,0.888175904750824,0.8894281387329102,0.8888015747070312,0.9615691900253296,0.956570029258728,0.9590631127357483
427,ويتألف ماتشو بيكتشو من ثلاثة هياكل رئيسية، هي Intihuatana، ومعبد الشمس، وغرفة النوافذ الثلاث.,تتكون مدينة ماتشو بيتشو من ثلاثة مبانٍ رئيسية، وهي إنتيهواتانا، ومعبد الشمس، وغرفة النوافذ الثلاثة.,تتكون ماتشو بيتشو من ثلاث هياكل رئيسية، وهي إنتيهواتانا، معبد الشمس، وغرفة النوافذ الثلاثة.,0.8955367803573608,0.8915826678276062,0.8935553431510925,0.9140894412994385,0.9165631532669067,0.9153246283531189
428,وقد أعيد بناء معظم المباني الموجودة على أطراف المجمع لإعطاء السياح فكرة أفضل عن كيفية ظهورها في الأصل.,أُعيد بناء معظم المباني الموجودة على حواف المجمع من أجل إعطاء السياح فكرة أفضل عن كيفية ظهورها في الأصل.,تم إعادة بناء معظم المباني على حواف المجمع من أجل إعطاء السياح فكرة أفضل عن كيف كانت تبدو في الأصل.,0.969414234161377,0.9630357027053833,0.9662144184112549,0.9224838018417358,0.9220314025878906,0.9222575426101685
429,وبحلول سنة ١٩٧٦ ، كانت نسبة ٣٠ في المئة من ماتشو بيتشو قد استُعيدت وما زالت الاستعادة مستمرة حتى اليوم .,وبحلول عام 1976، تمت استعادة ثلاثين في المائة من ماتشو بيتشو واستمرت أعمال الترميم حتى اليوم.,بحلول عام 1976، تم ترميم ثلاثين في المئة من ماتشو بيتشو ولا يزال الترميم مستمراً حتى اليوم.,0.82280433177948,0.8460999727249146,0.8342896103858948,0.8329669833183289,0.8425173759460449,0.8377149105072021
430,وعلى سبيل المثال، فإن الشكل الأكثر شيوعا للصور الفوتوغرافية في العالم هو 35 مم، وهو الحجم الغالب للأفلام في نهاية عصر الأفلام التناظرية.,فعلى سبيل المثال، تنسيق تصوير الصور الساكنة الأكثر شيوعاً في العالم هو 35 ميليمتراً، وهو حجم الفيلم المسيطر في نهاية عصر الفيلم التناظري.,على سبيل المثال، الصيغة الأكثر شيوعاً لالتقاط الصور الثابتة في العالم هي 35 ملم، التي كانت الحجم الرئيسي للفيلم عند نهاية عصر الأفلام التناظرية.,0.854653537273407,0.8633719086647034,0.8589906096458435,0.8754361271858215,0.8726949095726013,0.8740633726119995
431,وهو لا يزال ينتج اليوم، ولكن الأهم من ذلك أن نسبة جوانبه ورثتها أشكال أجهزة الاستشعار التصويرية الرقمية.,ما يزال يُنتج إلى اليوم، ولكنّ الأهمّ من ذلك أن نسبة عرضه إلى ارتفاعه قد ورثتها منه تنسيقات مستشعر الصور في الكاميرات الرقمية.,لا يزال يُنتج اليوم، ولكن الأهم هو أن نسبة العرض إلى الارتفاع الخاصة به قد ورثتها تنسيقات حساسات الصور في الكاميرات الرقمية.,0.86700439453125,0.8303638100624084,0.8482887148857117,0.8497682809829712,0.8190749287605286,0.8341392874717712
432,الـ 35 ملليمتر الشكل هو في الواقع، إلى حد ما مربك، 36 ملليمتر في العرض في 24 ملليمتر في الارتفاع.,إن نموذج الـ35 مم هو في الحقيقة، مربك بعض الشيء، بعرض 36 مم وارتفاع 24 مم.,تنسيق 35 مم هو في الواقع، بشكل مربك بعض الشيء، 36 مم في العرض و 24 مم في الارتفاع.,0.7889904379844666,0.7827984690666199,0.785882294178009,0.8588069081306458,0.8490522503852844,0.853901743888855
433,ولذلك يقال إن نسبة الجانب في هذا الشكل (تقسم على اثني عشر للحصول على أبسط نسبة لكل العدد) هي 3:2.,نسبة الأبعاد الخاصة بهذه الصورة تكون (عند القسمة على 12 للحصول على النسبة لأبسط عدد صحيح) إذن ستكون 3:2.,نسبة العرض إلى الارتفاع لهذا التنسيق (عن طريق القسمة على اثني عشر للحصول على أبسط نسبة عددية صحيحة) يُقال إنها 3:2.,0.8129352331161499,0.8095043897628784,0.8112161755561829,0.8664621114730835,0.8372336030006409,0.8515971302986145
434,وكثير من الأشكال المشتركة (مجموعة الأشكال، على سبيل المثال) تساوي نسبة هذا الجانب أو تقربها عن كثب.,تساوي أو تقارب العديد من الصيغ الشائعة (مجموعة صيغ نظام الصور المتقدم، على سبيل المثال) نسبةَ العرض إلى الارتفاع هذه.,تتساوى العديد من التنسيقات الشائعة (مثل عائلة تنسيقات APS) أو تقترب بشكل وثيق من نسبة العرض إلى الارتفاع هذه.,0.7925825715065002,0.7887187004089355,0.790645956993103,0.769553542137146,0.755100429058075,0.7622585296630859
435,فقاعدة الثلثين التي كثيراً ما يُساء استخدامها والتي كثيراً ما تُسر غالباً هي مبدأ توجيهي بسيط يخلق دينامية بينما يحافظ على مقياس للنظام في صورة.,قاعدة التثليث التي يُساء استخدامها والتي كثيراً ما يتم السخرية منها، تشكل مبدأ توجيهياً بسيطاً يعمل على خلق الديناميكية في حين يحافظ على قدر من النظام في صورة واضحة.,القاعدة الثالثة التي تم إساءة استخدامها والسخرية منها كثيراً هي إرشاد بسيط يخلق ديناميكية مع الحفاظ على قدر من النظام في الصورة.,0.840507447719574,0.8242636919021606,0.8323063254356384,0.7802370190620422,0.7888081073760986,0.7844991683959961
436,وهو ينص على أن المكان الأكثر فعالية بالنسبة للموضوع الرئيسي هو عند تقاطع الخطوط التي تقسم الصورة إلى ثلثي رأسيا وأفقيا (انظر المثال).,يذكر أن أكثر مكان مؤثر للموضوع الرئيسي هو عند تقاطع الخطوط التي تقسم الصورة إلى أثلاث عمودياً وأفقياً (انظر المثال).,يشير إلى أن أنسب مكان للموضوع الرئيسي هو عند تقاطع الخطوط التي تقسّم الصورة إلى thirds عمودية وأفقياً (انظر المثال).,0.9061524868011475,0.9109980463981628,0.908568799495697,0.8714948892593384,0.8657403588294983,0.8686080574989319
437,وخلال هذه الفترة من التاريخ الأوروبي، خضعت الكنيسة الكاثوليكية، التي أصبحت غنية وقوية، للتمحيص.,خضعت الكنيسة الكاثوليكية، التي أصبحت غنية وقوية، للتدقيق خلال هذه الفترة من التاريخ الأوروبي.,خلال هذه الفترة من التاريخ الأوروبي، تعرضت الكنيسة الكاثوليكية، التي أصبحت غنية وقوية، للتدقيق.,0.9218074083328247,0.945464015007019,0.9334858655929565,0.9409149289131165,0.9574345350265503,0.9491028189659119
438,وعلى مدى أكثر من ألف سنة، ربط الدين المسيحي بين الدول الأوروبية على الرغم من الاختلافات في اللغة والعادات.,ربطت الديانة المسيحية الدول الأوروبية معًا لأكثر من ألف عام على الرغم من الاختلافات في اللغة والعادات.,لأكثر من ألف عام، كانت الديانة المسيحية تربط بين الدول الأوروبية رغم الاختلافات في اللغة والعادات.,0.909500777721405,0.9108282327651978,0.9101640582084656,0.9127879738807678,0.9266452789306641,0.9196645021438599
439,لقد أثرت كل قوتها على الجميع من الملك إلى العامّة,إن القوة الشاملة التي امتلكتها أثّرت على الجميع بدءاً من الملك وحتى عوامّ الناس.,قوة تأثيرها الشاملة أثرت على الجميع من الملك إلى العاديين.,0.79828941822052,0.7395080327987671,0.767775297164917,0.830109715461731,0.8215743899345398,0.8258200287818909
440,وأحد المعتقدات المسيحية الرئيسية هو أنه ينبغي استخدام الثروة للتخفيف من المعاناة والفقر وأن الأموال النقدية للكنيسة موجودة خصيصا لهذا السبب.,من بين المبادئ المسيحية الرئيسية أن الثروة لابد وأن تُستخدم لتخفيف المعاناة والفقر، وأن الأموال النقدية للكنيسة موجودة بشكل خاص لهذا السبب.,أحد المبادئ الأساسية في المسيحية هو أن الثروة يجب أن تُستخدم لتخفيف المعاناة والفقر، وأن الأموال المالية للكنيسة موجودة لهذا الغرض تحديداً.,0.8881914615631104,0.8970798254013062,0.8926134705543518,0.8630977869033813,0.877469539642334,0.8702243566513062
441,السلطة المركزية للكنيسة كانت في روما لأكثر من ألف سنة وهذا التركيز للسلطة والمال قاد الكثيرين إلى التساؤل عما إذا كان هذا المبدأ يتم الوفاء به.,كانت السلطة المركزية للكنيسة في روما لأكثر من ألف عام، وقد أدى هذا التركيز للسلطة والمال إلى تساؤل الكثيرين عن مدى الوفاء بمتطلبات العقيدة.,كانت السلطة المركزية للكنيسة موجودة في روما لأكثر من ألف عام، وقد أدت هذه المركزية للقوة والمال إلى تساؤل الكثيرين عما إذا كان هذا المبدأ يتم تحقيقه.,0.8678392767906189,0.8642839193344116,0.8660579919815063,0.8775638937950134,0.8861064910888672,0.8818144798278809
442,وبعد اندلاع الأعمال العدائية بوقت قصير، شرعت بريطانيا في فرض حصار بحري على ألمانيا.,سرعان ما بادرت بريطانيا بمحاصرة ألمانيا بحرًيا بعد اندلاع المناوشات.,سرعان ما بعد اندلاع الأعمال العدائية، قامت بريطانيا بفرض حصار بحري على ألمانيا.,0.7755864858627319,0.7681350111961365,0.7718428373336792,0.8948887586593628,0.9007250666618347,0.8977974653244019
443,وقد أثبتت الاستراتيجية فعاليتها، حيث قطعت الإمدادات العسكرية والمدنية الحيوية، رغم أن هذا الحصار انتهك القانون الدولي المقبول عموما والمدون في عدة اتفاقات دولية في القرنين الماضيين.,أثبتت الإستراتيجية فاعليتها؛ قطع الإمدادات الحيوية العسكرية والمدنية، على الرغم من انتهاك هذا الحصار للقانون الدولي المقبول بشكل عام والذي دُوّن ونُسّق في عدة اتفاقيات دولية خلال القرنين الماضيين.,استراتيجيات أثبتت فعاليتها، حيث قطعت الإمدادات العسكرية والمدنية الحيوية، على الرغم من أن هذا الحصار انتهك القانون الدولي المقبول عمومًا والذي تم تدوينه في عدة اتفاقيات دولية على مدار القرنين الماضيين.,0.880454957485199,0.8367661833763123,0.8580548167228699,0.9308065176010132,0.9149603843688965,0.9228154420852661
444,وتلغّي بريطانيا المياه الدولية لمنع أي سفينة من دخول أجزاء كاملة من المحيط، مما يعرّض حتى السفن المحايدة للخطر.,فقد لغمت بريطانيا المياه الدولية لمنع أي سفينة من دخول قطاعاتٍ كاملةٍ من المحيطات، الأمر الذي يهدد حتى السفن المحايدة.,قامت بريطانيا بتعدين المياه الدولية لمنع أي سفن من دخول أجزاء كاملة من المحيط، مما تسبب في خطر حتى على السفن المحايدة.,0.8859471678733826,0.9030713438987732,0.8944272994995117,0.877806544303894,0.9044824838638306,0.8909448385238647
445,ولما كان الرد على هذا التكتيك محدودا، فإن ألمانيا تتوقع ردا مماثلا على حرب الغواصات التي تشنها دون قيود.,نظراً لوجود استجابة محدودة لهذا التكتيك، توقعت ألمانيا رداً مشابهاً على حرب الغواصات غير المقيدة الخاصة بها.,نظرًا لوجود استجابة محدودة لهذه التكتيك، توقعت ألمانيا ردًا مشابهًا على حربها الغواصات غير المقيدة.,0.833335280418396,0.8271145820617676,0.8302132487297058,0.8181690573692322,0.8135730028152466,0.8158645629882812
446,وخلال العشرينات، كانت المواقف السائدة لمعظم المواطنين والأمم هي مواقف المسالمة والعزلة.,خلال العشرينيات من القرن الماضي، كانت المواقف السائدة عند معظم المواطنين والأمم هي المسالمة والعزلة.,خلال عشرينيات القرن العشرين، كانت المواقف السائدة لمعظم المواطنين والدول تميل إلى السلمية والعزلة.,0.9295587539672852,0.9418694972991943,0.9356736540794373,0.8940314054489136,0.9020119905471802,0.8980039954185486
447,وبعد أن شهدت الأمم أهوال وفظائع الحرب خلال الحرب العالمية الأولى، رغبت في تجنب مثل هذه الحالة مرة أخرى في المستقبل.,بعد رؤية أهوال وفظائع الحرب خلال الحرب العالمية الأولى، أرادت الدول تجنب هذا الموقف مرة أخرى في المستقبل.,بعد رؤية الرعب والفظائع الناتجة عن الحرب خلال الحرب العالمية الأولى، رغبت الدول في تجنب حدوث مثل هذه الوضعية مرة أخرى في المستقبل.,0.8995766043663025,0.9069474935531616,0.903247058391571,0.8878371119499207,0.8661255240440369,0.8768469095230103
448,في عام 1884، انتقل تيسلا إلى الولايات المتحدة الأمريكية لقبول وظيفة في شركة إديسون في مدينة نيويورك.,في سنة 1884 انتقل تيسلا إلى الولايات المتحدة الأمريكية للعمل مع شركة إديسون في مدينة نيويورك.,في عام 1884، انتقل تسلا إلى الولايات المتحدة الأمريكية لتولي وظيفة في شركة إديسون في مدينة نيويورك.,0.9248733520507812,0.9556445479393005,0.9400071501731873,0.9718836545944214,0.96283358335495,0.9673374891281128
449,وصل إلى الولايات المتحدة مع 4 سنتات لاسمه، كتاب الشعر، ورسالة توصية من تشارلز باتشيلور (مديره في وظيفته السابقة) إلى توماس إديسون.,وصل إلى الولايات المتحدة ومعه 4 سنتات، وكتاب شعر، وخطاب توصية من تشارلز باتشيلور (مديره في وظيفته السابقة) إلى توماس إديسون.,وصل إلى الولايات المتحدة ومعه أربعة سنتات فقط، وكتاب شعر، ورسالة توصية من تشارلز باتشلور (مديره في وظيفته السابقة) إلى توماس إديسون.,0.9459800720214844,0.9529242515563965,0.9494394659996033,0.9445110559463501,0.9511475563049316,0.9478176832199097
450,الصين القديمة لديها طريقة فريدة لإظهار فترات زمنية مختلفة؛ كل مرحلة من مراحل الصين أو كل عائلة كانت في السلطة هي سلالة مميزة.,كان لدى الصين القديمة طريقةٌ فريدةٌ لعرض الفترات الزمنية المختلفة؛ كانت كل مرحلة من مراحل الصين أو كل أسرة كانت في السلطة من نوعٍ مختلفٍ.,كان لدى الصين القديمة طريقة فريدة في عرض الفترات الزمنية المختلفة؛ حيث كانت كل مرحلة من الصين أو كل أسرة في الحكم تمثل سلالة مميزة.,0.8604586124420166,0.8511650562286377,0.8557866215705872,0.8834791779518127,0.8822422027587891,0.8828603029251099
451,كما كان عمر كل سلالة غير مستقر من الأقاليم المقسمة، وكان أشهر هذه الفترات عهد الممالك الثلاثة الذي دام 60 عاماً بين الهان وسلالة جين.,بالإضافة إلى ذلك، كان هناك بين كل سلالة حاكمة عصرٌ غير مستقرٍ من المقاطعات المقسمة. أشهر هذه الفترات كانت حقبة الممالك الثلاث التي دامت 60 عاماً بين أسرة هان وسلالة جين.,أيضًا كان بين كل سلالة فترة غير مستقرة من المقاطعات المنقسمة. وكانت أشهر هذه الفترات هي عصر الممالك الثلاث الذي استمر لمدة 60 عامًا بين سلالة هان وسلالة جين.,0.8975131511688232,0.863562822341919,0.8802107572555542,0.8893215656280518,0.8743571639060974,0.8817758560180664
452,وخلال هذه الفترات، نشبت حرب شرسة بين العديد من النبلاء الذين يناضلون من أجل العرش.,نشأت خلال هذه الفترات حرب شرسة بين العديد من النبلاء سعيًا إلى العرش.,خلال هذه الفترات، وقعت حروب شرسة بين العديد من النبلاء الذين كانوا يتقاتلون من أجل العرش.,0.884312629699707,0.9167060256004333,0.9002179503440857,0.9184463620185852,0.9211256504058838,0.9197840690612793
453,كانت الممالك الثلاثة واحدة من أكثر الحقب دموية في تاريخ الصين القديمة مات الآلاف من الناس وهم يقاتلون من أجل الجلوس في أعلى مقعد في قصر شيان الكبير.,حقبة الممالك الثلاثة هي واحدة من أكثر الحقب دمويةً في تاريخ الصين القديمة مات آلاف من الناس خلال القتال في سبيل الجلوس على أعلى المقاعد في القصر الكبير في شيان.,كانت حقبة الممالك الثلاث واحدة من أكثر الفترات دموية في تاريخ الصين القديمة، حيث قُتل الآلاف من الناس في صراعهم للجلوس في أعلى مقعد في القصر الكبير في شيان.,0.8909468650817871,0.8929015398025513,0.8919231295585632,0.8950293064117432,0.8824558854103088,0.888698160648346
454,وهناك الكثير من الآثار الاجتماعية والسياسية مثل استخدام النظام المتري، والتحول من الاستبداد إلى الشيوعية، والقومية، والإيمان بأن البلد ينتمي إلى الشعب وليس إلى حاكم واحد.,هناك الكثير من الآثار الاجتماعية والسياسية مثل استخدام النظام المتري، والتحول من الاستبداد إلى النظام الجمهوري، والقومية، والاعتقاد بأن البلاد ملك للشعب وليس للحاكم وحده.,هناك العديد من الآثار الاجتماعية والسياسية مثل استخدام النظام المتري، والتحول من النظام المطلق إلى الجمهورية، والوطنية والاعتقاد بأن البلاد تعود إلى الشعب وليس إلى حاكم واحد فقط.,0.9175171852111816,0.9153316020965576,0.9164230823516846,0.900692343711853,0.920854926109314,0.910662055015564
455,وبعد الثورة أيضاً أصبحت المهن مفتوحة أمام جميع المتقدمين الذكور مما أتاح النجاح لأكثرهم طموحاً ونجاحاً.,كما أنه من بعد الثورة، كانت المهن مفتوحةً لجميع المتقدّمين الذكور ممّا سمح للأكثر طموحاً ونجاحاً بالنجاح.,بعد الثورة، تم فتح الفرص للوظائف لجميع المتقدمين الذكور، مما أتاح للأكثر طموحًا ونجاحًا أن يحققوا النجاح.,0.8637367486953735,0.8183390498161316,0.8404252529144287,0.8702504634857178,0.8363546133041382,0.8529658913612366
456,نفس الشيء ينطبق على الجيش لأنه بدلاً من تصنيفات الجيش مبنية على الطبقة كانوا الآن مبنيين على الكايلابر.,الشيء نفسه ينطبق على الجيش لأنه بدلاً من أن تستند تصنيفات الجيش إلى الطبقة، فقد أصبحت الآن تعتمد على الأعيرة.,ينطبق الأمر نفسه على الجيش، حيث إنه بدلاً من أن تكون الرتب العسكرية قائمة على الطبقات، أصبحت الآن تعتمد على الكفاءة.,0.8665177226066589,0.8619327545166016,0.8642191290855408,0.8082683086395264,0.8101252317428589,0.8091956973075867
457,كما ألهمت الثورة الفرنسية العديد من الناس الآخرين من الطبقة العاملة المضطهدة من دول أخرى لبدء ثوراتهم الخاصة.,لقد ألهمت الثورة الفرنسية أيضاً العديد من أبناء الطبقة العاملة المُضطهدة الآخرين في البلدان الأخرى لنزع فتيل ثوراتهم.,أثرت الثورة الفرنسية أيضًا على العديد من الأشخاص من الطبقة العاملة المقموعين في بلدان أخرى لبدء ثوراتهم الخاصة.,0.9069722294807434,0.8906543254852295,0.8987392783164978,0.9010391235351562,0.9043493866920471,0.9026913046836853
458,"كان محمد مهتماً اهتماماً عميقاً بمسائل تتجاوز هذه الحياة الطبيعية. فقد كان يتردد على كهف أصبح يعرف باسم ""هيرو"" على جبل ""نور"" (ضوء) للتأمل.","كان محمد مهتمّاً بشدة بالأمور التي تتجاوز هذه الحياة الدنيويّة. اعتاد التردّد على غار أصبح يعرف بـ""حراء""، فوق جبل ""النور"" للتأمّل.","كان محمد مهتمًا جدًا بالشؤون التي تتعلق بما هو أبعد من هذه الحياة اليومية. كان يتردد على كهف أصبح معروفًا باسم ""غار حراء"" في جبل ""نور"" للتأمل.",0.8405686020851135,0.8325408697128296,0.8365354537963867,0.8525352478027344,0.8572570085525513,0.8548896312713623
459,فهو يُظهِر صورة حية جدا لميول محمد الروحية .,يقدم الغار نفسه، الذي بقى على مر العصور، صورة حية للغاية عن ميول النبي محمد الروحية.,الكهف نفسه، الذي صمد أمام العصور، يعطي صورة حية جداً عن ميول محمد الروحية.,0.806955873966217,0.7729649543762207,0.7895947694778442,0.8530795574188232,0.8134750723838806,0.8328067064285278
460,وعلى قمة أحد الجبال شمال مكة، فإن الكهف معزول تماماً عن بقية العالم.,يقع الكهف على قمة أحد الجبال شمال مكة، وهو معزول تماماً عن بقية العالم.,يستقر الكهف على قمة أحد الجبال شمال مكة، وهو معزول تمامًا عن بقية العالم.,0.9323091506958008,0.9257560968399048,0.9290210604667664,0.9397769570350647,0.9130668640136719,0.9262294173240662
461,وفي الواقع ، ليس من السهل ايجاده على الاطلاق حتى لو كان المرء يعلم بوجوده .,وفي الحقيقة، فليس من السهل العثور عليه على الإطلاق حتى لو كنت تعلم بوجوده. فبمجرد الدخول إلى الكهف ، تصبح في عزلةٍ تامةٍ.,في الواقع، ليس من السهل العثور عليه على الإطلاق حتى لو كان المرء يعرف أنه موجود. بمجرد الدخول إلى الكهف، يكون هناك عزلة كاملة.,0.8101119995117188,0.7387121915817261,0.7727664113044739,0.8596653938293457,0.7927428483963013,0.8248489499092102
462,لا شيء يمكن رؤيته غير السماء الواضحة والجميلة فوق العديد من الجبال المحيطة بها. القليل جداً من هذا العالم يمكن رؤيته أو سماعه من داخل الكهف.,ولا شيء يمكن رؤيته غير السماء الصافية الجميلة فوق الجبال الكثيرة المحيطة. لا يمكن مشاهدة أو سماع سوى القليل جداً من هذا العالم داخل الكهف.,لا يمكن رؤية شيء سوى السماء الصافية والجميلة فوق والجبال المحيطة العديدة. بالكاد يمكن رؤية أو سماع أي شيء من هذا العالم من داخل الكهف.,0.8887315392494202,0.8852808475494385,0.8870028853416443,0.8455185890197754,0.8532896637916565,0.8493863940238953
463,الهرم العظيم في جيزة هو الوحيد من العجائب السبعة التي لا تزال قائمة اليوم.,"يعد الهرم الأكبر في محافظة ""الجيزة"" هو الوحيد من العجائب السبع التي لا تزال قائمة حتى يومنا هذا.",هرم الجيزة العظيم هو المناسب الوحيد من عجائب العالم السبع الذي لا يزال قائمًا حتى اليوم.,0.9186301231384277,0.8832249045372009,0.9005796313285828,0.8716982007026672,0.850680410861969,0.8610610365867615
464,يُعتبر الهرم العظيم ، الذي بناه المصريون في القرن الثالث قبل الميلاد ، واحدا من العديد من البنى الهرمية الكبيرة التي بُنيت لتكريم فرعون الميت .,تم بناؤه من قِبل المصريين في القرن الثالث من الحقبة الحالية، يعتبر الهرم الأعظم واحداً من الأهرام الضخمة المبنية على شرف الفرعون الميت.,بُنيت الهرم الأكبر بواسطة المصريين في القرن الثالث قبل الميلاد، وهو واحد من العديد من الهياكل الهرمية الكبيرة التي تم بناؤها لتكريم الفراعنة الموتى.,0.8005385398864746,0.7986076474189758,0.7995719313621521,0.866750955581665,0.8651717901229858,0.8659606575965881
465,"أما هضبة الجيزة، أو ""Giza Necropulus"" في الوادي المصري للموت، فتحتوي على عدة أهرامات (وأكبرها الهرم العظيم)، والعديد من المقابر الصغيرة، والعديد من المعابد، والهول الأعظم.","تحتوي هضبة الجيزة، أو ""مدينة الجيزة الجنائزية"" بوادي الموتى المصري، على عدة أهرامات (أكبرها الهرم الأكبر) ومقابر صغيرة ومعابد وأبو الهول.","هضبة الجيزة، أو ""نُخبة الجيزة"" في وادي الموت المصري، تحتوي على العديد من الأهرامات (من بينها الهرم الأكبر الذي هو الأكبر)، والعديد من المقابر الصغيرة، والعديد من المعابد، وأبو الهول العظيم.",0.7937078475952148,0.8342150449752808,0.8134574890136719,0.8660915493965149,0.8902386426925659,0.8779990673065186
466,تم إنشاء الهرم العظيم لتكريم فرعون كوفو، والعديد من الأهرامات الصغيرة، والقبور، والمعابد تم بناؤها لتكريم زوجات خوفو وأفراد الأسرة.,تم إنشاء الهرم الأكبر لتكريم الفرعون خوفو، وتم بناء العديد من الأهرامات والمقابر والمعابد الأصغر لتكريم زوجات خوفو وأفراد أسرته.,تم إنشاء الهرم الأكبر لتكريم الفرعون خوفو، وقد تم بناء العديد من الأهرامات الأصغر والقبور والمعابد لتكريم زوجات خوفو وأفراد عائلته.,0.8811644911766052,0.8958969116210938,0.8884695768356323,0.8922044038772583,0.9045512080192566,0.8983353972434998
467,"علامة ""القوس الأعلى"" تبدو مثل V و ""علامة القوس السفلي"" مثل دباسة أو مربعة ناقصة جانبه السفلي.","تبدو علامة ""الوتر لأعلى"" مثل حرف الـV وتبدو علامة ""الوتر لأسفل"" مثل الدباسة أو مربّع بدون الجانب السفلي منه.","علامة ""الانحراف للأعلى"" تبدو مثل حرف V وعلامة ""الانحراف للأسفل"" مثل مشبك أو مربع بلا قاعدته السفلية.",0.8307666778564453,0.8116938471794128,0.821119487285614,0.849789023399353,0.8233340978622437,0.8363524675369263
468,أعلى يعني أنه يجب أن تبدأ من طرف وادفع القوس، وأسفل يعني أنه يجب أن تبدأ من الضفدع (حيث تكون يدك ممسكة بالقوس) واسحب القوس.,تفيد علامة أعلى بوجوب البدء من الطرف ودفع القوس، بينما تعني علامة أسفل وجوب البدء من نهاية القوس (حيث تمسك يدك بالقوس) وسحبه.,"""الأعلى يعني أنه يجب عليك أن تبدأ من الطرف وتضغط على القوس، والأسفل يعني أنه يجب عليك أن تبدأ من الفروغ (وهو المكان الذي تحمل فيه يدك القوس) وتسحب القوس.""",0.7988076210021973,0.7897472381591797,0.794251561164856,0.8569691777229309,0.8376114964485168,0.8471797704696655
469,عادة ما تولّد النخاع العلوي صوتاً ناعماً، في حين أنّ النخاع السفلي أقوى وأكثر ثباتاً.,يوّلد القوس العلوي في العادة صوتاً أكثر نعومة، بينما يكون القوس السفلي أقوى وأكثر حزماً,عادةً ما يُنتج السهم للأعلى صوتًا أكثر نعومة، بينما يكون السهم للأسفل أقوى وأكثر حزمًا.,0.8577672839164734,0.8660590648651123,0.8618931770324707,0.8190962076187134,0.8292562961578369,0.8241449594497681
470,لكن تذكروا ان علامات الاقدام المطبوعة موجودة لسبب موسيقي ، لذلك ينبغي احترامها عادة .,لا تتردد في رسم علاماتك الخاصة بالقلم الرصاص، ولكن تذكر أن العلامات المطبوعة المنحنية موجودة لسبب موسيقي، لذلك يجب احترامها عادة.,لا تتردد في إضافة ملاحظاتك الخاصة، ولكن تذكّر أن العلامات المطبوعة الخاصة بالانحناء موجودة لسبب موسيقي، لذلك ينبغي احترامها عادة.,0.8914910554885864,0.8443669080734253,0.8672893643379211,0.9069010615348816,0.833124041557312,0.8684484958648682
471,الملك المرعوب لويس السادس عشر، الملكة ماري أنطوانيت طفليهما الصغيرين (11 سنة، ماري تيريز، و4 سنوات، لويس شارلز) وشقيقة الملك، السيدة إليزابيث، في 6 أكتوبر 1789 أعيدوا إلى باريس من فرساي من قبل حشد من نساء السوق.,مرعوبين، أُجبر الملك لويس السادس عشر والملكة ماري أنطوانيت وطفلاهما الصغيران (ماري تيريزذات الـ11 عاماً ولويس تشارلز ذو الأربع أعوام) وأخت الملك، السيدة إليزابيث، في السادس من أكتوبر عام 1789، على الرجوع من فرساي إلى باريس بواسطة حشد من غوغاء نسوة السوق.,الملك المت terrified لويس السادس عشر، والملكة ماري أنطوانيت، وطفلاهما الصغيران (ماري تيريز، 11 عاماً، وليو-شارل، 4 أعوام) وأخت الملك، السيدة إليزابيث، في 6 أكتوبر 1789، أُجبِروا على العودة إلى باريس من فرساي بواسطة حشد من نساء السوق.,0.8622972369194031,0.8215438723564148,0.8414273858070374,0.898263692855835,0.8643019199371338,0.8809556365013123
472,وفي عربة، سافروا عائدين إلى باريس محاطين بجماعة من الناس يصرخون ويصرخون بتهديدات ضد الملك والملكة.,سافروا عودةً إلى باريس في عربة يحيط بهم حشد كبير من الناس الذين يصرخون ويهتفون ضد الملك والملكة.,في عربة، سافروا عائدين إلى باريس محاطين بحشد من الناس يصرخون ويهتفون بالتهديدات ضد الملك والملكة.,0.8425789475440979,0.8332713842391968,0.8378993272781372,0.9340211153030396,0.9114885330200195,0.9226172566413879
473,أرغمت جماهير الشعب الملك والملكة على فتح نوافذ عربتهم على مصراعيها.,تمكنت مجموعة من الجماهير من إجبار الملك والملكة على فتح نوافذ سيارتهم على مصراعيها.,حشد من الناس أجبر الملك والملكة على ترك نوافذ عربتهما مفتوحة على مصراعيها.,0.8811066150665283,0.8483228087425232,0.8644039034843445,0.8776386976242065,0.8621713519096375,0.8698363304138184
